annotation_approver,created_at,id,label,text,updated_at,user
,2020-09-19T19:12:56.907683Z,17,3,"If the field is unique, populate the reverse descriptor cache",2020-09-19T19:12:56.907704Z,1
,2020-09-19T19:12:58.317775Z,18,3,create empty matrices,2020-09-19T19:12:58.317791Z,1
,2020-09-19T19:13:00.035550Z,19,3,"set name if it was passed, otherwise, keep the previous name",2020-09-19T19:13:00.035566Z,1
,2020-09-19T19:13:02.193097Z,20,3,default to single select,2020-09-19T19:13:02.193113Z,1
,2020-09-19T19:13:04.415228Z,21,3,read attributes,2020-09-19T19:13:04.415263Z,1
,2020-09-19T19:13:06.535597Z,22,2,Basic resource access and distribution/entry point discovery,2020-09-19T19:13:06.535613Z,1
,2020-09-19T19:13:07.206526Z,23,2,Ctrl + W,2020-09-19T19:13:07.206546Z,1
,2020-09-19T19:13:08.452650Z,24,2,"addTick(double,Widget) addTick(double,Widget)",2020-09-19T19:13:08.452665Z,1
,2020-09-19T19:13:09.949717Z,25,3,"build conversion ""dictionary""",2020-09-19T19:13:09.949734Z,1
,2020-09-23T07:22:38.822633Z,26,3,remove theme from config,2020-09-23T07:22:38.822649Z,3
,2020-09-19T19:13:13.575620Z,27,2,"Prior to Python 2.5, Exception was an old-style class",2020-09-19T19:13:13.575636Z,1
,2020-09-19T19:13:15.470070Z,28,2,and the not-lexsorted version,2020-09-19T19:13:15.470086Z,1
,2020-09-19T19:13:16.296637Z,29,2,not connected?,2020-09-19T19:13:16.296653Z,1
,2020-09-19T19:13:17.402229Z,30,2,Fail fast,2020-09-19T19:13:17.402244Z,1
,2020-09-19T19:13:20.937672Z,31,2,Vertical scroll 2: this is the vertical offset that a line is scrolled if a single line (the one that contains the cursor) consumes all of the vertical space.,2020-09-19T19:13:20.937705Z,1
,2020-09-19T19:13:22.251449Z,32,2,Fasttracker 2 Extended Instrument,2020-09-19T19:13:22.251464Z,1
,2020-09-19T19:13:23.571006Z,33,2,Adding M2M table for field abstract_keyword_languages on 'Journal',2020-09-19T19:13:23.571032Z,1
,2020-09-19T19:13:24.992247Z,34,2,"Workaround for h5py bug - can't access link directly, need to use file attribute",2020-09-19T19:13:24.992263Z,1
,2020-09-19T19:13:27.153325Z,35,2,"ndim is an optional argument indicating the length of the 'shape' ndim not specified, OK",2020-09-19T19:13:27.153341Z,1
,2020-09-19T19:13:29.113481Z,36,2,An unused alias.,2020-09-19T19:13:29.113497Z,1
,2020-09-19T19:13:29.948198Z,37,2,28 - 2f,2020-09-19T19:13:29.948213Z,1
,2020-09-19T19:13:30.754858Z,38,2,float - equals - test validation,2020-09-19T19:13:30.754875Z,1
,2020-09-19T19:13:32.636830Z,39,3,Run all the clients first so workers have messages to choose from.,2020-09-19T19:13:32.636845Z,1
,2020-09-19T19:13:33.389145Z,40,2,Set toolTips,2020-09-19T19:13:33.389161Z,1
,2020-09-19T19:13:40.223847Z,41,2,Delete with wrong command (should fail),2020-09-19T19:13:40.223882Z,1
,2020-09-19T19:13:41.418770Z,42,2,"Okay no error so far, change the status to Returning",2020-09-19T19:13:41.418786Z,1
,2020-09-19T19:13:43.353263Z,43,2,Variables used to implement the static method ``generate_unique_thread_id``.,2020-09-19T19:13:43.353280Z,1
,2020-09-19T19:13:44.530443Z,44,2,freq is Tick,2020-09-19T19:13:44.530460Z,1
,2020-09-19T19:13:46.204047Z,45,2,Support existing transfer syntax by converting a container to all quadrants of that container,2020-09-19T19:13:46.204065Z,1
,2020-09-19T19:13:48.505609Z,46,3,Add the generated source file to the configuration,2020-09-19T19:13:48.505626Z,1
,2020-09-19T19:13:52.218504Z,47,2,"Since the objects weren't filtered, we hit everything.",2020-09-19T19:13:52.218520Z,1
,2020-09-19T19:13:54.382943Z,48,3,Parse a date in an unaccepted format; get an error,2020-09-19T19:13:54.382959Z,1
,2020-09-19T19:13:55.985855Z,49,2,Put all clients of Assert inputs (if exist) into merge_candidates TODO: Deactivated for now as this cause cycle in the graph.,2020-09-19T19:13:55.985871Z,1
,2020-09-19T19:13:59.672063Z,50,3,set on first use,2020-09-19T19:13:59.672078Z,1
,2020-09-19T19:14:01.820141Z,51,3,Move the player.,2020-09-19T19:14:01.820160Z,1
,2020-09-19T19:14:03.120908Z,52,2,p is the spot where we found or inserted loc; now remove duplicates,2020-09-19T19:14:03.120924Z,1
,2020-09-19T19:14:04.132384Z,53,2,Deletes a number of subelements. @param start The first subelement to delete. @param stop The first subelement to leave in there.,2020-09-19T19:14:04.132399Z,1
,2020-09-19T19:14:05.179296Z,54,2,only the parameters (if any),2020-09-19T19:14:05.179311Z,1
,2020-09-19T19:14:05.787374Z,55,2,104 - FX 8 (sci-fi),2020-09-19T19:14:05.787393Z,1
,2020-09-19T19:14:07.500009Z,56,2,"1  %ss after filtering in control: %d"", tag, c1)",2020-09-19T19:14:07.500023Z,1
,2020-09-19T19:14:09.867956Z,57,3,Restore the decoder to its state from the safe start point.,2020-09-19T19:14:09.867971Z,1
,2020-09-19T19:14:11.693722Z,58,3,Render the template with a provided template dictionary,2020-09-19T19:14:11.693737Z,1
,2020-09-19T19:14:13.629720Z,59,2,Function declarations of the various functions used for encoding and sending data from RPi to Arduino,2020-09-19T19:14:13.629738Z,1
,2020-09-19T19:14:20.053014Z,60,3,get the resolution,2020-09-19T19:14:20.053033Z,1
,2020-09-19T19:14:24.258390Z,61,3,Determine instance fields,2020-09-19T19:14:24.258406Z,1
,2020-09-19T19:14:25.568277Z,62,3,Copying input data to tmp folder,2020-09-19T19:14:25.568295Z,1
,2020-09-19T19:14:27.440612Z,63,2,"A VectorN is a one-dimensional Array, ndim is thus stored as a class readonly attribute",2020-09-19T19:14:27.440632Z,1
,2020-09-19T19:14:28.858946Z,64,2,strings and comments may safely contain unsafe characters,2020-09-19T19:14:28.858960Z,1
,2020-09-19T19:14:29.894418Z,65,2,The control attribute is not picklable since it is a VTK object so we remove it.,2020-09-19T19:14:29.894434Z,1
,2020-09-19T19:14:32.306138Z,66,3,Do the initial handshake before write:,2020-09-19T19:14:32.306157Z,1
,2020-09-19T19:17:00.845909Z,128,3,maps uri:s to prefixes,2020-09-19T19:17:00.845949Z,1
,2020-09-19T19:17:04.301837Z,129,3,Check that the parsed result does a round trip to default format,2020-09-19T19:17:04.301854Z,1
,2020-09-19T19:17:05.692469Z,130,3,convert it to context encoding,2020-09-19T19:17:05.692486Z,1
,2020-09-19T19:17:07.932423Z,131,3,create filename based on key,2020-09-19T19:17:07.932438Z,1
,2020-09-19T19:17:10.268446Z,132,3,Check that version data can be loaded.,2020-09-19T19:17:10.268461Z,1
,2020-09-19T19:14:33.371314Z,67,2,"NOTE: psycopg2 is unable to differentiate between exceptions thrown by stored procedures and certain other database internal exceptions, thus we do not know if the exception in question is raised from our stored procedure or from some other error. In addition, postgresql is unable to pass any error code for the exception and so the only thing which we can look at is the actual text string. Exceptions raised by our stored procedures will all start with an error code followed by a colon, which separates the error code from the text string that follows next. If the error text does not follow this format it is likely not one of ""our"" exceptions and so we throw (and log) a more general exception.",2020-09-19T19:14:33.371330Z,1
,2020-09-19T19:14:34.340899Z,68,2,"mnexec: (c)lose descriptors, (d)etach from tty, (p)rint pid, and run in (n)amespace",2020-09-19T19:14:34.340915Z,1
,2020-09-19T19:14:35.494169Z,69,3,add the contents,2020-09-19T19:14:35.494185Z,1
,2020-09-19T19:14:36.632930Z,70,2,see decorator for function body,2020-09-19T19:14:36.632947Z,1
,2020-09-19T19:14:40.044293Z,71,2,"For inclusive states, we need to add the regular expressions from the INITIAL state",2020-09-19T19:14:40.044310Z,1
,2020-09-19T19:14:42.686995Z,72,3,Build an operator map to use for sqlalchemy.,2020-09-19T19:14:42.687027Z,1
,2020-09-19T19:14:43.774048Z,73,2,"(e.g., pigments, depigments, repigments)",2020-09-19T19:14:43.774065Z,1
,2020-09-19T19:14:44.981717Z,74,2,updated key for reinserting funky index value back into galaxy workflow tool_state,2020-09-19T19:14:44.981748Z,1
,2020-09-19T19:14:45.925087Z,75,2,content-type parameter list,2020-09-19T19:14:45.925110Z,1
,2020-09-19T19:14:47.709563Z,76,3,set elements,2020-09-19T19:14:47.709600Z,1
,2020-09-19T19:14:49.283036Z,77,2,confidence interval END,2020-09-19T19:14:49.283053Z,1
,2020-09-19T19:14:52.135632Z,78,3,"Mock out the actual file reading itself, and slip in a YAML-dumped file",2020-09-19T19:14:52.135648Z,1
,2020-09-19T19:14:53.522889Z,79,2,it turns out the _current_ installed trove is a local change.  The user is messing with branches too much - don't bother with branch affinity.,2020-09-19T19:14:53.522904Z,1
,2020-09-19T19:14:55.135206Z,80,3,add a machine to get the machine_id,2020-09-19T19:14:55.135220Z,1
,2020-09-19T19:14:59.824464Z,81,3,"process change flags, generating middle column of next anchors/links",2020-09-19T19:14:59.824484Z,1
,2020-09-19T19:15:05.118536Z,82,2,28 days through 31 days,2020-09-19T19:15:05.118570Z,1
,2020-09-19T19:15:06.424611Z,83,2,"although we didn't fail, certain nc terms may have failed so we rebuild them after attempting a partial subs on them",2020-09-19T19:15:06.424630Z,1
,2020-09-19T19:15:07.771570Z,84,2,resolve later,2020-09-19T19:15:07.771586Z,1
,2020-09-19T19:15:08.681829Z,85,2,iso8859_8 codec,2020-09-19T19:15:08.681861Z,1
,2020-09-19T19:15:10.703126Z,86,2,Case 3: subclass of new-style class; here it gets interesting,2020-09-19T19:15:10.703147Z,1
,2020-09-19T19:15:11.670251Z,87,2,Waiting,2020-09-19T19:15:11.670268Z,1
,2020-09-19T19:15:15.295501Z,88,2,Override standard Group trait defaults to give it vertical folding group behavior:,2020-09-19T19:15:15.295518Z,1
,2020-09-19T19:15:18.106769Z,89,3,Cancel out gain change from frequency scaling,2020-09-19T19:15:18.106787Z,1
,2020-09-19T19:15:19.463271Z,90,3,save the peer,2020-09-19T19:15:19.463291Z,1
,2020-09-19T19:15:21.909004Z,91,2,smpps response was (1) a submit_sm_resp with ESME_ROK,2020-09-19T19:15:21.909025Z,1
,2020-09-19T19:15:23.223336Z,92,2,"decryption proof, a JSON object no longer needed since it's all trustees",2020-09-19T19:15:23.223354Z,1
,2020-09-19T19:15:24.139753Z,93,2,CYRILLIC CAPITAL LETTER SHHA,2020-09-19T19:15:24.139771Z,1
,2020-09-19T19:15:24.992661Z,94,2,clearTicks clearTicks,2020-09-19T19:15:24.992678Z,1
,2020-09-19T19:15:26.534194Z,95,3,Close the window and check that cron job object was created.,2020-09-19T19:15:26.534211Z,1
,2020-09-19T19:15:37.712573Z,96,2,Extra rule inputs also go into the project file.  Concrete outputs were already added when they were computed.,2020-09-19T19:15:37.712590Z,1
,2020-09-19T19:15:45.958799Z,97,3,Cause a network error.,2020-09-19T19:15:45.958817Z,1
,2020-09-20T20:21:22.732681Z,98,2,line starting with '!' is sent as a system command.  not sure what label to use...,2020-09-20T20:21:22.732697Z,1
,2020-09-20T20:21:35.490457Z,99,3,given a set of data points from getlatlongs output returns north south east and west barrings to go into kml,2020-09-20T20:21:35.490473Z,1
,2020-09-19T19:15:58.524701Z,100,3,Cleanup some possible filename obstacles...,2020-09-19T19:15:58.524720Z,1
,2020-09-19T19:16:00.344004Z,101,2,RDST-2848 Try to commit the multi-URL recipe,2020-09-19T19:16:00.344019Z,1
,2020-09-19T19:16:03.251160Z,102,3,Creating a State object using a built Polygon,2020-09-19T19:16:03.251194Z,1
,2020-09-19T19:16:04.134815Z,103,2,"And( [ self, other ] )",2020-09-19T19:16:04.134830Z,1
,2020-09-19T19:16:07.122274Z,104,3,connect the reference object's worldMatrix attribute,2020-09-19T19:16:07.122291Z,1
,2020-09-19T19:16:08.844719Z,105,2,If we have a content-disposition,2020-09-19T19:16:08.844734Z,1
,2020-09-19T19:16:10.650254Z,106,2,Test if deleting a lock owned in exclusive mode by another thread fails to delete when a timeout is used,2020-09-19T19:16:10.650273Z,1
,2020-09-19T19:16:16.690289Z,107,2,"should be three issues: no trustees, and no questions, and no voters",2020-09-19T19:16:16.690306Z,1
,2020-09-19T19:16:18.651190Z,108,3,"create the action object, and add it to the parser",2020-09-19T19:16:18.651206Z,1
,2020-09-19T19:16:21.022922Z,109,2,"Ideally this would be one query since we're not modifying, but in the generic case the save method may have other side effects and we don't know if the object was modified, so we currently always reload.",2020-09-19T19:16:21.022937Z,1
,2020-09-19T19:16:22.309130Z,110,2,"Don't use simple_response here, because it emits headers we don't want. See http://www.cherrypy.org/ticket/951",2020-09-19T19:16:22.309147Z,1
,2020-09-19T19:16:25.243711Z,111,2,"if ZERO include ""file9-no"" else include ""file9-yes"" endif",2020-09-19T19:16:25.243729Z,1
,2020-09-19T19:16:27.306379Z,112,2,"Some products go into the output root, libraries go into shared library dir, and everything else goes into the normal place.",2020-09-19T19:16:27.306417Z,1
,2020-09-19T19:16:28.870800Z,113,2,"The cnonce-value is an opaque quoted string value provided by the client and used by both client and server to avoid chosen plaintext attacks, to provide mutual authentication, and to provide some message integrity protection. This isn't a fabulous effort, but it's probably Good Enough.",2020-09-19T19:16:28.870816Z,1
,2020-09-19T19:16:30.693248Z,114,2,"The pk_val and model values are the same for all DeferredAttribute classes, so we only need to do this once.",2020-09-19T19:16:30.693266Z,1
,2020-09-19T19:16:32.160328Z,115,2,"resid' V^{-1} resid, summed over the groups (a scalar)",2020-09-19T19:16:32.160347Z,1
,2020-09-19T19:16:33.691428Z,116,2,2to3 doesn't convert __unicode__ to __str__,2020-09-19T19:16:33.691447Z,1
,2020-09-19T19:16:35.721366Z,117,3,Build dictionary of standard cookie-attributes (standard) and dictionary of other cookie-attributes (rest).,2020-09-19T19:16:35.721383Z,1
,2020-09-19T19:16:37.670934Z,118,3,check to make sure the router is OK,2020-09-19T19:16:37.670969Z,1
,2020-09-19T19:16:39.508062Z,119,2,: Short cut string for event class name,2020-09-19T19:16:39.508097Z,1
,2020-09-19T19:16:41.191313Z,120,3,Check that the parsed result does a round trip to the same format,2020-09-19T19:16:41.191329Z,1
,2020-09-19T19:16:47.461213Z,121,3,Make sure the output directory exists,2020-09-19T19:16:47.461230Z,1
,2020-09-19T19:16:48.884733Z,122,3,Add makefile to list of sources.,2020-09-19T19:16:48.884750Z,1
,2020-09-19T19:16:49.954049Z,123,3,Read the image dimensions.,2020-09-19T19:16:49.954065Z,1
,2020-09-19T19:16:51.523664Z,124,2,root private case,2020-09-19T19:16:51.523680Z,1
,2020-09-19T19:16:52.456578Z,125,2,"last new file scan,",2020-09-19T19:16:52.456703Z,1
,2020-09-19T19:16:56.149762Z,126,2,"head changes once again, cur_head doesn't change",2020-09-19T19:16:56.149796Z,1
,2020-09-19T19:16:57.923985Z,127,3,Focus search buffer.,2020-09-19T19:16:57.924000Z,1
,2020-09-19T19:17:11.532776Z,133,3,Determine what other nodes use this storage,2020-09-19T19:17:11.532795Z,1
,2020-09-19T19:17:12.446967Z,134,3,duplicate field,2020-09-19T19:17:12.446983Z,1
,2020-09-19T19:17:13.456290Z,135,3,Default environment variables,2020-09-19T19:17:13.456306Z,1
,2020-09-19T19:17:24.368459Z,136,2,Read and return temperature and humidity from Grove DHT Pro,2020-09-19T19:17:24.368480Z,1
,2020-09-19T19:17:26.642008Z,137,3,Need to override to allow for different covariance types.,2020-09-19T19:17:26.642024Z,1
,2020-09-19T19:17:32.253065Z,138,2,second reserved token so first token was value,2020-09-19T19:17:32.253082Z,1
,2020-09-19T19:17:36.861977Z,139,3,Override the python's logging logger class as soon as this module is imported,2020-09-19T19:17:36.861994Z,1
,2020-09-19T19:17:38.014032Z,140,3,Set up the scrollbar,2020-09-19T19:17:38.014047Z,1
,2020-09-19T19:17:42.720476Z,141,2,all else: go back,2020-09-19T19:17:42.720512Z,1
,2020-09-19T19:17:45.818386Z,142,2,Should the group use extra space along its parent group's layout orientation?,2020-09-19T19:17:45.818402Z,1
,2020-09-19T19:17:46.971275Z,143,3,adjust energy threshold until a phrase starts,2020-09-19T19:17:46.971295Z,1
,2020-09-19T19:17:48.859056Z,144,2,"This is a dynamic setting so that we can check whether we have been run locally, it is used mainly for making special testing-only tweaks. Ideally we wouldn't need this, but the alternatives so far have been tricky.",2020-09-19T19:17:48.859072Z,1
,2020-09-19T19:17:50.531647Z,145,3,Try again with changed configuration.,2020-09-19T19:17:50.531666Z,1
,2020-09-19T19:17:59.195599Z,146,3,always save groups and lib if they are loaded as they contain sub-objects that may not notify the main object about changes.,2020-09-19T19:17:59.195615Z,1
,2020-09-19T19:18:01.374135Z,147,2,"Goes to another instruction at branchoffset (signed short constructed from unsigned bytes branchbyte1 << 8 + branchbyte2) Args(2): branchbyte1, branchbyte2 Stack: [no change]",2020-09-19T19:18:01.374151Z,1
,2020-09-19T19:18:02.747871Z,148,2,^ initial state but taps not provided,2020-09-19T19:18:02.747887Z,1
,2020-09-19T19:18:06.347108Z,149,3,"Decline any unused offers. Expect offer2 remains, since both tasks were schedule on offer1.",2020-09-19T19:18:06.347124Z,1
,2020-09-19T19:18:09.127845Z,150,3,Add a target so that remove_target() has something to remove.,2020-09-19T19:18:09.127861Z,1
,2020-09-19T19:18:12.253597Z,151,3,"Even if the user authenticates properly, we can not allow them to login if they have no maildir.",2020-09-19T19:18:12.253613Z,1
,2020-09-19T19:18:13.185693Z,152,3,build an element,2020-09-19T19:18:13.185714Z,1
,2020-09-19T19:18:14.331547Z,153,2,GeoNames username,2020-09-19T19:18:14.331563Z,1
,2020-09-19T19:18:15.227031Z,154,2,ifndef SWIG_BUFFER_SIZE define SWIG_BUFFER_SIZE 1024 endif,2020-09-19T19:18:15.227096Z,1
,2020-09-19T19:18:17.049810Z,155,2,Custom Vimbadmin configuration by EasyEngine,2020-09-19T19:18:17.049827Z,1
,2020-09-19T19:18:18.703338Z,156,3,Entire display on,2020-09-19T19:18:18.703353Z,1
,2020-09-19T19:18:19.671089Z,157,3,Return success.,2020-09-19T19:18:19.671107Z,1
,2020-09-19T19:18:21.277124Z,158,2,"6.4g"" % self.prsquared]),",2020-09-19T19:18:21.277142Z,1
,2020-09-19T19:18:24.044496Z,159,2,"here we know that we are incrementing a matrix of zeros (or a broadcasted vector). Since d_sm and sm are the inputs of softmax_grad, if the graph is valid, they have the same shape, so we also know that z has the right shape.",2020-09-19T19:18:24.044511Z,1
,2020-09-19T19:18:31.894406Z,160,2,original user syncs again make sure updates take,2020-09-19T19:18:31.894424Z,1
,2020-09-19T19:18:37.829110Z,161,2,end of parsing commandline options,2020-09-19T19:18:37.829142Z,1
,2020-09-19T19:18:39.597731Z,162,3,Only draw when no sub application was started.,2020-09-19T19:18:39.597747Z,1
,2020-09-19T19:18:42.879523Z,163,2,"Default directory lister plugin. This one is used automatically if no custom dirlister plugin is installed. It's rather simple, it only shows a sorted list of the dirs and the files.",2020-09-19T19:18:42.879540Z,1
,2020-09-19T19:18:43.722727Z,164,3,Simple select,2020-09-19T19:18:43.722743Z,1
,2020-09-19T19:18:45.211488Z,165,2,Calling io_toposort() here is fine because the results will only be used to compute the cmodule key which requires that the result of the toposort be deterministic. The ordering doesn't need to include information about inplace operations because that information will be included explicitly in cmodule_key_().,2020-09-19T19:18:45.211520Z,1
,2020-09-19T19:18:47.146614Z,166,3,Fetch the client's cert - We will be updating its clock attribute.,2020-09-19T19:18:47.146630Z,1
,2020-09-19T19:18:49.621509Z,167,2,"Additionally, the underlying transport should have been told to go away.",2020-09-19T19:18:49.621525Z,1
,2020-09-19T19:18:51.397207Z,168,3,acquire lease should succeed.,2020-09-19T19:18:51.397224Z,1
,2020-09-19T19:18:52.616665Z,169,3,Check columns,2020-09-19T19:18:52.616682Z,1
,2020-09-19T19:18:53.264951Z,170,2,if (PY_VERSION_HEX < 0x02020000),2020-09-19T19:18:53.264968Z,1
,2020-09-19T19:18:55.606413Z,171,2,"wrt_elem and eval_point don't always have ndim like random type Tensor, Sparse and CudaNdArray have the ndim attribute",2020-09-19T19:18:55.606427Z,1
,2020-09-19T19:18:57.316589Z,172,3,Move the cursor if necessary,2020-09-19T19:18:57.316606Z,1
,2020-09-19T19:18:58.806679Z,173,3,handle any unsaved changes to this theme,2020-09-19T19:18:58.806695Z,1
,2020-09-19T19:19:01.095451Z,174,3,Change the parameter value to something different.,2020-09-19T19:19:01.095490Z,1
,2020-09-19T19:19:02.816107Z,175,2,Return void from method Stack:→ [empty],2020-09-19T19:19:02.816124Z,1
,2020-09-19T19:19:04.971075Z,176,2,if (HasAGWFlag(wxTR_HAS_BUTTONS)),2020-09-19T19:19:04.971096Z,1
,2020-09-19T19:19:08.007152Z,177,3,A single list of all faces from all objects on the stack,2020-09-19T19:19:08.007170Z,1
,2020-09-19T19:19:10.761559Z,178,2,"The Stat object encodes functions using `funcid`s, or tuples of (filename, lineno, funcname).  Create a mapping from these `funcid`s to `RoutineDoc`s.",2020-09-19T19:19:10.761594Z,1
,2020-09-19T19:19:12.010319Z,179,3,Create a builder containing the action set.,2020-09-19T19:19:12.010335Z,1
,2020-09-19T19:19:13.122108Z,180,3,Attach original swap disk,2020-09-19T19:19:13.122141Z,1
,2020-09-19T19:19:14.806333Z,181,3,Stop command,2020-09-19T19:19:14.806367Z,1
,2020-09-19T19:19:16.049815Z,182,2,called from --set-log-level,2020-09-19T19:19:16.049830Z,1
,2020-09-19T19:19:17.801302Z,183,2,"Handler takes path, but no query data.",2020-09-19T19:19:17.801318Z,1
,2020-09-19T19:19:19.297413Z,184,3,Wait till we can open a connection,2020-09-19T19:19:19.297454Z,1
,2020-09-19T19:19:20.331287Z,185,2,Find first vertex on hull as minimal lexicographically ordered projection,2020-09-19T19:19:20.331302Z,1
,2020-09-19T19:19:22.026425Z,186,2,50 SPI2_MISO,2020-09-19T19:19:22.026441Z,1
,2020-09-19T19:19:23.202016Z,187,2,For progress reporting:,2020-09-19T19:19:23.202050Z,1
,2020-09-19T19:19:27.270134Z,188,2,Only one client has the unique label.,2020-09-19T19:19:27.270150Z,1
,2020-09-19T19:19:29.605537Z,189,3,recurse into children,2020-09-19T19:19:29.605571Z,1
,2020-09-19T19:19:31.000486Z,190,2,XXX p.header += line switch back to headscan state,2020-09-19T19:19:31.000501Z,1
,2020-09-19T19:19:32.721974Z,191,2,STATICFILES,2020-09-19T19:19:32.721990Z,1
,2020-09-19T19:19:33.459923Z,192,2,include <f2.h>,2020-09-19T19:19:33.459941Z,1
,2020-09-19T19:19:35.795538Z,193,2,The various database tables that the widget may want access to,2020-09-19T19:19:35.795554Z,1
,2020-09-19T19:19:37.124284Z,194,2,create a shadow of 1.0-1,2020-09-19T19:19:37.124300Z,1
,2020-09-19T19:19:40.576753Z,195,2,Attribute selector,2020-09-19T19:19:40.576768Z,1
,2020-09-19T19:19:47.087976Z,196,2,ensure Framer.names is houses registry,2020-09-19T19:19:47.087992Z,1
,2020-09-19T19:19:47.784625Z,197,3,read children,2020-09-19T19:19:47.784698Z,1
,2020-09-19T19:19:50.464541Z,198,3,"interpret absolute pathname as relative, remove drive letter or UNC path, redundant separators, ""."" and "".."" components.",2020-09-19T19:19:50.464556Z,1
,2020-09-19T19:19:53.504000Z,199,3,Check that the argument name is unique.,2020-09-19T19:19:53.504017Z,1
,2020-09-19T19:19:55.060276Z,200,2,"(Deprecated) Returns a copy of the image where the data has been offset by the given distances. Data wraps around the edges. If yoffset is omitted, it is assumed to be equal to xoffset. <p> This method is deprecated. New code should use the <b>offset</b> function in the <b>ImageChops</b> module. @param xoffset The horizontal distance. @param yoffset The vertical distance.  If omitted, both distances are set to the same value. @return An Image object.",2020-09-19T19:19:55.060291Z,1
,2020-09-19T19:19:57.064100Z,201,2,Unit tests for different values of metavar when nargs=1,2020-09-19T19:19:57.064119Z,1
,2020-09-19T19:19:57.995096Z,202,3,Create targets,2020-09-19T19:19:57.995113Z,1
,2020-09-19T19:20:02.547408Z,203,3,Default timezone for users,2020-09-19T19:20:02.547424Z,1
,2020-09-19T19:20:03.242738Z,204,2,{{{3 Bug fix: At this point fuse.FuseGetContext() returns uid = 0 and gid = 0 which differs from the info returned in later calls. The simple fix is to use Python's os.getuid() and os.getgid() library functions instead of fuse.FuseGetContext().,2020-09-19T19:20:03.242755Z,1
,2020-09-19T19:20:04.149867Z,205,3,copy files into tmp folder,2020-09-19T19:20:04.149903Z,1
,2020-09-19T19:20:06.139249Z,206,2,"we have a new search string, but did not make any text changes so we have to update the search highlighting here. (usually text changes trigger this)",2020-09-19T19:20:06.139270Z,1
,2020-09-19T19:20:07.869741Z,207,2,__mul__ should give known result with known input,2020-09-19T19:20:07.869758Z,1
,2020-09-19T19:20:10.433178Z,208,3,Check if any of the arguments for this task have been given multiple values.,2020-09-19T19:20:10.433192Z,1
,2020-09-19T19:20:13.099663Z,209,2,"if the proforma is paid, the invoice due_date should be issue_date",2020-09-19T19:20:13.099678Z,1
,2020-09-19T19:20:14.226038Z,210,2,NumPy expm1,2020-09-19T19:20:14.226055Z,1
,2020-09-19T19:20:16.262103Z,211,2,FIXME temp,2020-09-19T19:20:16.262119Z,1
,2020-09-19T19:20:18.297838Z,212,3,Check overall form,2020-09-19T19:20:18.297854Z,1
,2020-09-19T19:20:21.086895Z,213,2,nkern only,2020-09-19T19:20:21.086911Z,1
,2020-09-19T19:20:22.259723Z,214,2,Construct body,2020-09-19T19:20:22.259740Z,1
,2020-09-19T19:20:23.409789Z,215,2,"to make computation feasible for Decimals with large exponent, we use the fact that hash(n) == hash(m) for any two nonzero integers n and m such that (i) n and m have the same sign, and (ii) n is congruent to m modulo 2**64-1.  So we can replace hash((-1)**s*c*10**e) with hash((-1)**s*c*pow(10, e, 2**64-1).",2020-09-19T19:20:23.409806Z,1
,2020-09-19T19:20:27.137113Z,216,3,test the Archive class when the archive does not end in .gz,2020-09-19T19:20:27.137130Z,1
